POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,latitude,longitude
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30753,Tamanduá Mirim,TAM-61,757507.0,8408421.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,736,BA,EOLCVBA030753-0-01,-14.38445091799997,-42.61205835399994
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31541,Verace 25,AGV25-04,284056.0,6275838.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,737,RS,EOLCVRS031541-9-01,-33.63539910199995,-53.32822595099998
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32358,Delfina II,AEG 2,285505.0,8890015.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,,738,BA,EOLCVBA032358-6-01,-10.035581149999928,-40.95700477599996
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31832,Umburanas 08,UMB_08_05,217271.0,8815420.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 6 S.A.,,739,BA,EOLCVBA031832-9-01,-10.705301506999945,-41.58469802199994
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31561,Verace 24,AGV24-08,284970.0,6276002.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,740,RS,EOLCVRS031561-3-01,-33.63410623499993,-53.31833898999997
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30546,Seraíma,SER-07,747315.680854,8436227.87591,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Seraima S.A.,,741,BA,EOLCVBA030546-4-01,-14.134164003999956,-42.70905025099995
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30562,União dos Ventos 1,UV1-06,184817.794,9437573.259,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Energia Potiguar Geradora Eólica S.A.,,742,RN,EOLCVRN030562-6-01,-5.082048056999952,-35.842410951999966
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32521,Delfina III,3,288333.0,8893758.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina B Eólica S.A.,,743,BA,EOLCVBA032521-0-01,-10.001897905999954,-40.93101269599998
2.1,137.0,80.0,114.0,2022-10-24 15:37:27,35266,Zeus II,SP02-06,295080.0,8897766.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Zeus II - Delfina 8 S.A.,,744,BA,EOLCVBA035266-7-01,-9.966018085999963,-40.86927681299994
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32523,Delfina VI,10,287413.0,8892215.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina D Eólica S.A.,,745,BA,EOLCVBA032523-6-01,-10.015796827999964,-40.93948524599995
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30776,Pilões,PIL-04,756842.694096,8446045.88357,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Pilões S.A.,,746,BA,EOLCVBA030776-9-01,-14.044610184999954,-42.621770985999945
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30339,Miassaba 3,WT19,777150.0,9430600.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Miassaba 3 Geradora de Energia S.A,,747,RN,EOLCVRN030339-9-01,-5.146492361999947,-36.50009477599997
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30625,Serra de Santana I,3,768027.0,9330429.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Serra de Santana S.A.,,748,RN,EOLCVRN030625-8-01,-6.05218843199998,-36.57860831399995
2.70000005,150.0,89.0,122.0,2022-10-24 15:37:27,30505,Asa Branca I,I-05,186163.0,9420197.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Nova Asa Branca I Energias Renováveis S.A.,,749,RN,EOLCVRN030505-7-01,-5.239104008999959,-35.83098590399993
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,28712,Elebrás Cidreira 1,3,579537.0,6674652.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Elebrás Projetos S.A,,750,RS,EOLCVRS028712-1-01,-30.056636325999932,-50.174880695999946
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30311,Morro dos Ventos IV,AG_10_MV4,180757.04,9404686.71,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,751,RN,EOLCVRN030311-9-01,-5.379017569999974,-35.880360189999976
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29056,Salto,AEG 6,421814.799,7058144.476,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Salto Energia Eólica S.A.,,752,SC,EOLCVSC029056-4-01,-26.60027982099996,-51.79891315699996
2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30552,Calango 5,CAL5-8,777868.0,9332034.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 5 Energia Renovável S.A.,,753,RN,EOLCVRN030552-9-01,-6.037279319999925,-36.48982716699993
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,31338,Damascena,Damascena 02,230431.0,8688005.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Damascena Eólica S.A.,,754,BA,EOLCVBA031338-6-01,-11.857518864999975,-41.47430993699993
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30462,Atlântica II,II-08,562472.0,6644932.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica II Parque Eólico S.A.,,755,RS,EOLCVRS030462-0-01,-30.32581429399994,-50.35014415399996
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31353,Ventos de Santa Brígida VI,BR6-06,747609.0,9017930.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida VI Energias Renováveis S.A.,,756,PE,EOLCVPE031353-0-01,-8.877590217999966,-36.748555264999936
1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31344,Caetité A,9,771592.0,8433928.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité A S.A.,,757,BA,EOLCVBA031344-0-01,-14.152691536999953,-42.484090925999965
0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29084,Camurim,27,282260.0,9273804.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,758,PB,EOLCVPB029084-0-01,-6.566369806999944,-34.969569468999964
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 20,424085.0,9666725.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,759,CE,EOLCVCE028699-0-01,-3.0149897889999693,-39.683149587999935
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30314,Serra do Salto,SSA_7,754916.0,8433368.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Serra dos Saltos S.A.,,760,BA,EOLCVBA030314-3-01,-14.159718532999932,-42.638826663999964
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,30336,Embuaca,AEG1,463263.0,9643110.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Embuaca Geração e Comercialização de Energia S.A,,761,CE,EOLCVCE030336-4-01,-3.2288074669999673,-39.33066571499995
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29069,Amparo,AEG 7,437253.968,7057986.134,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Amparo Energia Eólica S.A.,,762,SC,EOLCVSC029069-6-01,-26.59753140999993,-51.630187743999954
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30871,Riachão II,AEG 1,228387.0,9385484.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Albuquerque Ltda,,763,RN,EOLCVRN030871-4-01,-5.55445354699998,-35.45161619999993
1.8,130.0,80.0,100.0,2022-10-24 15:37:27,30333,Cabeço Preto,AEG02,172397.29,9398335.06,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Baixa Verde S.A,,764,RN,EOLCVRN030333-0-01,-5.438789976999942,-35.958095269999944
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,30660,Juremas,JUR-02,184794.0,9403740.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Juremas Energia S.A.,,765,RN,EOLCVRN030660-6-01,-5.3877423119999435,-35.844007157999954
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,30343,Fazenda Rosário,4,558572.0,6631141.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,766,RS,EOLCVRS030343-7-01,-30.450453513999946,-50.38993865899994
3.0,125.0,80.0,90.0,2022-10-24 15:37:27,30288,Pedra do Reino,PR1-07,293094.0,8947588.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Pedra do Reino S.A.,,767,BA,EOLCVBA030288-0-01,-9.51595515699995,-40.88523158899994
2.0,149.38,108.0,82.0,2022-10-24 15:37:27,30348,Cerro Chato I,AEG 2,621446.9529,6586671.9639,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,768,RS,EOLCVRS030348-8-01,-30.847004525999978,-55.72975144999998
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29055,Rio do Ouro,AEG 9,636220.167,6853003.1315,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Rio de Ouro Energia Eólica S.A.,,769,SC,EOLCVSC029055-6-01,-28.442384732999983,-49.608910305999984
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30520,Asa Branca VI,AB-VI09,831921.80933255,9406246.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Asa Branca VI Energias Renováveis Ltda.,,770,RN,EOLCVRN030520-0-01,-5.3643265839999685,-36.00541814099995
1.65,111.0,70.0,82.0,2022-10-24 15:37:27,28481,Pirauá,PIR-02,224644.0,9170881.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Pirauá Geradora de Energia S.A.,,771,PE,EOLCVPE028481-5-01,-7.493794648999938,-35.49496287299996
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34637,Campo Largo XVI,CLXVI-03,229553.0,8844238.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVI Ltda.,,772,BA,EOLCVBA034637-3-01,-10.445818552999981,-41.47040571599996
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32523,Delfina VI,4,286421.0,8891273.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina D Eólica S.A.,,773,BA,EOLCVBA032523-6-01,-10.024258913999972,-40.948582758999976
2.0,125.0,80.0,90.0,2022-10-24 15:37:27,30443,Pedra Branca,PB -03,269738.0,8907072.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Pedra Branca S.A,,774,BA,EOLCVBA030443-3-01,-9.880531993999966,-41.099808646999975
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28699,Icaraizinho,AEG 16,424729.0,9667752.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,775,CE,EOLCVCE028699-0-01,-3.0057027789999324,-39.67734884899994
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34613,Campo Largo I,CLI-8,225666.0,8840400.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque I Ltda.,,776,BA,EOLCVBA034613-6-01,-10.480220533999955,-41.50616673799993
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30310,Morro dos Ventos III,AG_06_MV3,182825.16,9403212.33,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos III S.A,,777,RN,EOLCVRN030310-0-01,-5.39242662099997,-35.86177880099996
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30834,Santa Helena,1,176836.0,9394374.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Helena Energias Renováveis S.A.,,778,RN,EOLCVRN030834-0-01,-5.472021785999971,-35.91615456799997
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30760,Chuí V,UG57,279525.49,6267888.86,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí V S.A,,779,RS,EOLCVRS030760-2-01,-33.70610454499996,-53.37900840299994
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30625,Serra de Santana I,2,768239.0,9330075.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Serra de Santana S.A.,,780,RN,EOLCVRN030625-8-01,-6.055379393999942,-36.576679974999934
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,35197,Garrote,GAR-10,687468.0,9475361.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Garrote S.A.,,781,CE,EOLCVCE035197-0-01,-4.744395206999968,-37.30976220799994
2.35,153.5,99.5,108.0,2022-10-24 15:37:27,30787,Modelo I,MODI 4,179986.0,9399547.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Enel Green Power Modelo I Eólica S.A.,,782,RN,EOLCVRN030787-4-01,-5.4254216619999625,-35.887530900999934
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30508,Asa Branca VIII,AB-VIII_15,168891.0,9412980.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VIII Energias Renováveis Ltda,,783,RN,EOLCVRN030508-1-01,-5.303579663999926,-35.986961314999974
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31365,Ventos de Santa Brígida I,BR1-07,745064.0,9024258.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,784,PE,EOLCVPE031365-3-01,-8.820534820999967,-36.77202840099994
1.715,131.5,80.0,103.0,2022-10-24 15:37:27,31574,Serra das Vacas IV,CSV4-03,749622.0,9014447.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas IV S.A.,,785,PE,EOLCVPE031574-5-01,-8.908958736999978,-36.73006743499997
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30498,Asa Branca IV,AB-IV20,168339.0,9410884.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca IV Energias Renováveis Ltda.,,786,RN,EOLCVRN030498-0-01,-5.322491108999941,-35.99202779199993
2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30309,Faísa V,12,469732.0,9629051.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa V Geração e Comercialização de Energia Ltda.,,787,CE,EOLCVCE030309-7-01,-3.3560153359999276,-39.272474004999935
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30300,Morro dos Ventos VI,AG_04_MV6,180326.69,9407177.07,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos VI S.A,,788,RN,EOLCVRN030300-3-01,-5.356498829999964,-35.884133892999955
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30778,Dourados,DOU-11,751100.083928,8433107.87141,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Dourados S.A.,,789,BA,EOLCVBA030778-5-01,-14.162014779999936,-42.673727896999935
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30827,Porto das Barcas,C-09,191462.0,9685502.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,,790,PI,EOLCVPI030827-7-01,-2.8419849469999576,-41.77505719599998
3.0,130.0,75.0,110.0,2022-10-24 15:37:27,31424,Vaqueta,VAQ_04,763599.0,8421682.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Vaqueta S.A.,,791,BA,EOLCVBA031424-2-01,-14.264081045999944,-42.55689876699995
1.5,141.0,100.0,82.0,2022-10-24 15:37:27,37209,Casa Nova A,CNA-15,276521.0,8973603.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Companhia Hidro Elétrica do São Francisco - CHESF,,792,BA,EOLCVBA037209-9-01,-9.279535057999965,-41.03439516499998
4.2,200.0,125.0,150.0,2022-10-24 15:37:27,40884,Serrote VII,SVII-5,463917.0,9631848.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,793,CE,EOLCVCE040884-0-01,-3.330695220999928,-39.32481207199993
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29051,Púlpito,AEG 7,635814.77533364,6849704.86962696,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Púlpito Energia Eólica S.A.,,794,SC,EOLCVSC029051-3-01,-28.472190619999935,-49.61266059299993
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30304,Santa Clara VI,SC-VI-15,177213.46,9421057.13,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara VI Energias Renováveis Ltda.,,795,RN,EOLCVRN030304-6-01,-5.23096256599996,-35.911610278999945
3.0,162.5,100.0,125.0,2022-10-24 15:37:27,31482,Itarema V,1,402263.0,9672072.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema V S.A.,,796,CE,EOLCVCE031482-0-01,-2.9664896449999674,-39.879473849999954
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30416,Rei dos Ventos 1,RDV 20,812150.0,9435550.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,797,RN,EOLCVRN030416-6-01,-5.100449339999955,-36.18483247299997
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30871,Riachão II,AEG 4,228547.0,9383732.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Albuquerque Ltda,,798,RN,EOLCVRN030871-4-01,-5.570294350999973,-35.45023846399994
2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28810,Osório,OS-09,568225.551,6684303.215,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,799,RS,EOLCVRS028810-1-01,-29.97022863899997,-50.29283603499994
2.0,175.0,120.0,110.0,2022-10-24 15:37:27,30536,Dreen São Bento do Norte,3,167736.0,9440434.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE  São Bento do Norte S.A,,800,RN,EOLCVRN030536-7-01,-5.055506527999967,-35.996201833999976
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30416,Rei dos Ventos 1,RDV 12,809700.0,9435200.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,801,RN,EOLCVRN030416-6-01,-5.103708260999952,-36.20689662099994
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30864,SM,3,176417.0,9398049.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Maria Energias Renováveis S.A.,,802,RN,EOLCVRN030864-1-01,-5.438800970999978,-35.919771536999974
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,32102,Imburana Macho,IBM - 05,749561.0,8466442.0,Versão Válida,SIRGAS2000,Não,UTM 23 S (MER -45),Centrais Eólicas Imburana Macho S.A.,,803,BA,EOLCVBA032102-8-01,-13.860992258999943,-42.690991355999984
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31738,Umburanas 01,UMB_01_09,224387.0,8820297.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 1 S.A.,,804,BA,EOLCVBA031738-1-01,-10.661768259999974,-41.51932458099998
2.1,147.5,96.2,95.0,2022-10-24 15:37:27,30372,Icaraí I,AEG-09,434394.45754714,9659749.49828976,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Icaraí I S.A.,,805,CE,EOLCVCE030372-0-01,-3.0781590789999314,-39.59041615799998
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30564,União dos Ventos 3,7,188481.55,9436698.11,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ponta do Vento Leste Geradora Eólica S.A.,,806,RN,EOLCVRN030564-2-01,-5.090100339999935,-35.809431350999944
2.0999999,137.0,80.0,114.0,2022-10-24 15:37:27,34717,Ventos de Santa Emília,BA-05-06,256092.999993,8781391.000042,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Babilônia V S.A.,,807,BA,EOLCVBA034717-5-01,-11.015567920999956,-41.23227423299994
4.2,200.0,125.0,150.0,2022-10-24 15:37:27,40884,Serrote VII,SVII-4,463917.0,9632248.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,808,CE,EOLCVCE040884-0-01,-3.3270764769999346,-39.324810886999956
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31509,Pontal 2A,AERO 02,521109.0,6650759.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,809,RS,EOLCVRS031509-5-01,-30.274660681999933,-50.780528612999944
3.0,182.5,120.0,125.0,2021-03-23 17:48:10,33016,Ventos de Santa Ângela 12,VSA12-10,231669.0,9027432.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 12 S.A.,,810,PI,EOLCVPI033016-7-01,-8.790537627999981,-41.439186932999974
4.2,200.0,125.0,150.0,2021-03-02 10:52:44,40883,Serrote VI,SVI-4,458479.0,9642460.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,811,CE,EOLCVCE040883-2-01,-3.2346729209999694,-39.37372754399996
1.68,130.0,80.0,100.0,2023-01-10 16:24:58,30768,Maron,AEG-16,758534.0,8437667.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,812,BA,EOLCVBA030768-8-01,-14.120150471999978,-42.60533109599993
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30731,Teiu,TEI-033,760402.0,8413189.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Teiu S.A.,,813,BA,EOLCVBA030731-9-01,-14.341106019999927,-42.585691149999946
2.7,151.0,90.0,122.0,2023-01-10 11:25:21,32090,Amescla,2,748199.0,8469513.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Amescla S.A.,,814,BA,EOLCVBA032090-0-01,-13.833364912999969,-42.70385828899998
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.53,236256.0,9409765.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,815,RN,EOLCVRN028424-6-01,-5.3352768359999345,-35.37976787699995
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30562,União dos Ventos 1,UV1-10,185319.967,9437395.759,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Energia Potiguar Geradora Eólica S.A.,,816,RN,EOLCVRN030562-6-01,-5.083671756999934,-35.83789293499996
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32358,Delfina II,AEG 1,285329.0,8889863.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,,817,BA,EOLCVBA032358-6-01,-10.036945636999974,-40.95861817399998
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30738,Coqueirinho,COQ-096,754920.0,8404081.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,818,BA,EOLCVBA030738-6-01,-14.423899165999956,-42.63562065599996
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31738,Umburanas 01,UMB_01_02,224456.0,8818480.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 1 S.A.,,819,BA,EOLCVBA031738-1-01,-10.678190668999946,-41.51882947599995
2.0,175.0,120.0,110.0,2022-10-24 15:37:27,30549,Dreen Olho D Água,2,168957.00000272,9441048.99998822,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE Olho D'Água S.A,,820,RN,EOLCVRN030549-9-01,-5.0500012489999335,-35.98517610199997
2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28811,Sangradouro,SG-16,567865.45,6687813.29,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,821,RS,EOLCVRS028811-0-01,-29.938573737999945,-50.296791232999965
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30318,Nossa Senhora da Conceição,NSC_13,751307.0,8462020.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Nossa Senhora Conceição S.A.,,822,BA,EOLCVBA030318-6-01,-13.901188561999959,-42.674852761999944
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30515,Renascença I,UG6,181634.953,9412720.375,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença I S.A.,,823,RN,EOLCVRN030515-4-01,-5.306473407999931,-35.87211624599996
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30378,Santa Clara V,SC-V-04,174659.55,9415996.39,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara V Energias Renováveis Ltda.,,824,RN,EOLCVRN030378-0-01,-5.276576936999959,-35.93484081399998
0.6,86.6,64.6,44.0,2022-10-24 15:37:27,28793,Água Doce,AEG 5,431343.2,7059114.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,825,SC,EOLCVSC028793-8-01,-26.58740438999996,-51.68989450099997
1.8,130.0,80.0,100.0,2022-10-24 15:37:27,30333,Cabeço Preto,AEG05,172786.29,9398956.06,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Baixa Verde S.A,,826,RN,EOLCVRN030333-0-01,-5.431741792999958,-35.952795959999946
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29056,Salto,AEG 8,421372.977,7058651.577,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Salto Energia Eólica S.A.,,827,SC,EOLCVSC029056-4-01,-26.59066173499997,-51.78967764899994
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29070,Cruz Alta,AEG 9,427332.569,7053113.493,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Cruz Alta Energia Eólica S.A.,,828,SC,EOLCVSC029070-0-01,-26.641046895999978,-51.73010664299994
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28630,Foz do Rio Choró,AEG 10,593523.0,9544401.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),SIIF Cinco Geração e Comercialização de Energia S.A.,,829,CE,EOLCVCE028630-3-01,-4.121811266999941,-38.15773925299993
